Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,,Disconnection of Humidity
50136,御殿場　　　　　　　,ｺﾞﾃﾝﾊﾞ         ,GOTEMBA                       ,　　　　　　　　　　,               ,                              ,35.302,138.927,0468,013.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2009-09-17,50136, 0, 4, 4, 0, 0,  , 0
50136,御殿場　　　　　　　,ｺﾞﾃﾝﾊﾞ         ,GOTEMBA                       ,　　　　　　　　　　,               ,                              ,35.305,138.927,0472,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-09-18,2021-03-01,50136, 0, 0, 0, 0, 0,  , 0
50136,御殿場　　　　　　　,ｺﾞﾃﾝﾊﾞ         ,GOTEMBA                       ,　　　　　　　　　　,               ,                              ,35.305,138.927,0472,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-23,50136, 0, 0, 0, 6, 0,  , 0
50136,御殿場　　　　　　　,ｺﾞﾃﾝﾊﾞ         ,GOTEMBA                       ,　　　　　　　　　　,               ,                              ,35.305,138.927,0472,010.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-24,9999-99-99,50136, 0, 0, 0, 0, 0,  , 0
50196,吉原　　　　　　　　,ﾖｼﾜﾗ           ,YOSHIWARA                     ,　　　　　　　　　　,               ,                              ,35.182,138.685,0065,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-12-25,50196, 1, 1, 1, 1, 1,  , 1
50196,吉原　　　　　　　　,ﾖｼﾜﾗ           ,YOSHIWARA                     ,　　　　　　　　　　,               ,                              ,35.182,138.685,0065,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-12-26,1987-06-17,50196, 0, 0, 0, 0, 0,  , 0
50196,吉原　　　　　　　　,ﾖｼﾜﾗ           ,YOSHIWARA                     ,　　　　　　　　　　,               ,                              ,35.182,138.685,0065,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-06-18,2007-03-26,50196, 0, 0, 0, 1, 0,  , 0
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-03-27,2008-02-25,50196, 0, 0, 0, 0, 0,  , 0
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-02-26,2008-03-25,50196, 0, 0, 0, 4, 0,  , 0
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,50196, 0, 4, 4, 0, 0,  , 0
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-11-13,50196, 0, 0, 0, 6, 0,  , 0
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,009.9,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-11-14,9999-99-99,50196, 0, 0, 0, 0, 0,  , 0
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-12-12,50206, 1, 1, 1, 1, 1,  , 1
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,012.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-12-13,1988-12-31,50206, 0, 0, 0, 0, 0,  , 0
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,012.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1989-01-01,2004-02-16,50206, 0, 0, 0, 1, 0,  , 0
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,015.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2004-02-17,2008-03-25,50206, 0, 0, 0, 0, 0,  , 0
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,015.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,50206, 0, 4, 4, 0, 0,  , 0
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,015.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,1,2021-03-02,9999-99-99,50206, 0, 0, 0, 0, 0,  , 0
50211,熱海伊豆山　　　　　,ｱﾀﾐｲｽﾞｻﾝ       ,ATAMIIZUSAN                   ,　　　　　　　　　　,               ,                              ,35.115,139.083,0144,005.5,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2021-07-07,2024-01-25,50211, 1, 1, 1, 1, 1,  , 1
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.092,137.807,0141,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-13,1978-12-19,50226, 1, 1, 1, 1, 1,  , 1
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.092,137.807,0141,013.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-12-20,1986-10-27,50226, 0, 0, 0, 0, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.092,137.807,0141,013.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-10-28,1996-03-28,50226, 0, 0, 0, 1, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.088,137.805,0135,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1996-03-29,2008-03-10,50226, 0, 0, 0, 0, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.088,137.805,0135,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-11,2008-03-25,50226, 0, 0, 0, 4, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.088,137.805,0135,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2009-03-24,50226, 0, 4, 4, 0, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.057,137.762,0150,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-03-25,2021-03-01,50226, 0, 0, 0, 0, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.057,137.762,0150,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-15,50226, 0, 0, 0, 6, 0,  , 0
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.057,137.762,0150,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-16,9999-99-99,50226, 0, 0, 0, 0, 0,  , 0
50231,越木平　　　　　　　,ｺｼｷﾀﾞｲﾗ        ,KOSHIKIDAIRA                  ,　　　　　　　　　　,               ,                              ,35.010,137.980,0552,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2016-09-28,50231, 1, 1, 1, 1, 1,  , 1
50232,春野　　　　　　　　,ﾊﾙﾉ            ,HARUNO                        ,　　　　　　　　　　,               ,                              ,35.012,137.945,0486,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2016-09-28,9999-99-99,50232, 1, 1, 1, 1, 1,  , 1
50241,本川根　　　　　　　,ﾎﾝｶﾜﾈ          ,HONKAWANE                     ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-12-21,50241, 1, 1, 1, 1, 1,  , 1
50241,本川根　　　　　　　,ﾎﾝｶﾜﾈ          ,HONKAWANE                     ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-12-22,1987-04-16,50241, 0, 0, 0, 0, 0,  , 0
50241,本川根　　　　　　　,ﾎﾝｶﾜﾈ          ,HONKAWANE                     ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-04-17,2005-10-02,50241, 0, 0, 0, 1, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2005-10-03,2008-03-06,50241, 0, 0, 0, 0, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-07,2008-03-25,50241, 0, 0, 0, 4, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2020-12-06,50241, 0, 4, 4, 0, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2020-12-07,2021-03-01,50241, 0, 0, 0, 0, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-11-15,50241, 0, 0, 0, 6, 0,  , 0
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,009.9,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-11-16,9999-99-99,50241, 0, 0, 0, 0, 0,  , 0
50246,大山　　　　　　　　,ｵｵﾔﾏ           ,OYAMA                         ,　　　　　　　　　　,               ,                              ,35.052,138.282,0880,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1991-03-14,50246, 1, 1, 1, 1, 1,  , 1
50247,鍵穴　　　　　　　　,ｶｷﾞｱﾅ          ,KAGIANA                       ,　　　　　　　　　　,               ,                              ,35.048,138.247,0160,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1991-03-14,9999-99-99,50247, 1, 1, 1, 1, 1,  , 1
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-18,1987-10-13,50261, 1, 1, 1, 1, 1,  , 1
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-10-14,2008-02-28,50261, 0, 0, 0, 1, 0,  , 0
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-02-29,2008-03-25,50261, 0, 0, 0, 4, 0,  , 0
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,50261, 0, 4, 4, 0, 0,  , 0
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.5,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-16,50261, 0, 0, 0, 6, 0,  , 0
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.4,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-17,9999-99-99,50261, 0, 0, 0, 0, 0,  , 0
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-12-15,50281, 1, 1, 1, 1, 1,  , 1
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,012.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-12-16,1988-12-31,50281, 0, 0, 0, 0, 0,  , 0
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,012.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1989-01-01,2008-03-25,50281, 0, 0, 0, 1, 0,  , 0
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,012.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,50281, 0, 4, 4, 0, 0,  , 0
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,012.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,1,2021-03-02,9999-99-99,50281, 0, 0, 0, 0, 0,  , 0
50296,熊　　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,34.960,137.732,0350,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1976-06-25,1997-08-21,50296, 1, 1, 1, 1, 1,  , 1
50296,熊　　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,34.957,137.733,0375,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1997-08-22,1998-03-30,50296, 0, 0, 0, 0, 0,  , 0
50296,熊　　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,34.958,137.733,0375,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1998-03-31,9999-99-99,50296, 0, 0, 0, 0, 0,  , 0
50306,三倉　　　　　　　　,ﾐｸﾗ            ,MIKURA                        ,　　　　　　　　　　,               ,                              ,34.960,137.943,0121,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1976-06-25,1978-01-09,50306, 1, 1, 1, 1, 1,  , 1
50316,高根山　　　　　　　,ﾀｶﾈｻﾝ          ,TAKANESAN                     ,　　　　　　　　　　,               ,                              ,34.980,138.188,0680,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2009-12-18,50316, 1, 1, 1, 1, 1,  , 1
50317,高根山　　　　　　　,ﾀｶﾈｻﾝ          ,TAKANESAN                     ,　　　　　　　　　　,               ,                              ,34.975,138.197,0415,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2009-12-18,9999-99-99,50317, 1, 1, 1, 1, 1,  , 1
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,　　　　　　　　　　,               ,                              ,34.975,138.403,0014,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-03-22,50331, 1, 1, 1, 1, 1,  , 1
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,　　　　　　　　　　,               ,                              ,34.975,138.403,0014,016.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-03-23,1985-12-31,50331, 0, 0, 0, 0, 0,  , 0
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,　　　　　　　　　　,               ,                              ,34.975,138.403,0014,016.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-01-01,2008-03-25,50331, 0, 0, 0, 1, 0,  , 0
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,　　　　　　　　　　,               ,                              ,34.975,138.403,0014,016.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2011-03-09,50331, 0, 4, 4, 0, 0,  , 0
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,　　　　　　　　　　,               ,                              ,34.975,138.403,0014,016.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2011-03-10,2020-02-02,50331, 0, 0, 0, 0, 0,  , 0
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,34.975,138.403,0014,016.0,     ,      ,34.975,138.403,0014,1,1,1,1,1, ,0,2020-02-03,2021-03-01,50331, 0, 0, 0, 0, 0,  , 0
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,34.975,138.403,0014,016.0,     ,      ,34.975,138.403,0014,1,1,1,1,1, ,1,2021-03-02,9999-99-99,50331, 0, 0, 0, 0, 0,  , 0
50341,土肥　　　　　　　　,ﾄｲ             ,TOI                           ,　　　　　　　　　　,               ,                              ,34.910,138.795,0006,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-13,1990-07-10,50341, 1, 1, 1, 1, 1,  , 1
50371,三ケ日　　　　　　　,ﾐｯｶﾋﾞ          ,MIKKABI                       ,　　　　　　　　　　,               ,                              ,34.778,137.593,0015,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-13,1984-05-01,50371, 1, 1, 1, 1, 1,  , 1
50371,三ケ日　　　　　　　,ﾐｯｶﾋﾞ          ,MIKKABI                       ,　　　　　　　　　　,               ,                              ,34.802,137.557,0002,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1984-05-02,2007-03-31,50371, 0, 0, 0, 0, 0,  , 0
50371,三ヶ日　　　　　　　,ﾐｯｶﾋﾞ          ,MIKKABI                       ,　　　　　　　　　　,               ,                              ,34.802,137.557,0002,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2007-04-01,9999-99-99,50371, 0, 0, 0, 0, 0,  , 0
50376,霧山　　　　　　　　,ｷﾘﾔﾏ           ,KIRIYAMA                      ,　　　　　　　　　　,               ,                              ,34.875,137.692,0405,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1981-11-19,50376, 1, 1, 1, 1, 1,  , 1
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.872,137.815,0053,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-12-20,50386, 1, 1, 1, 1, 1,  , 1
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.872,137.815,0053,018.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-12-21,1987-10-26,50386, 0, 0, 0, 0, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.872,137.815,0053,018.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-10-27,2008-03-13,50386, 0, 0, 0, 1, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.872,137.815,0053,018.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-14,2008-03-25,50386, 0, 0, 0, 4, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.872,137.815,0053,018.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2008-12-03,50386, 0, 4, 4, 0, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.890,137.813,0061,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-12-04,2021-03-01,50386, 0, 0, 0, 0, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.890,137.813,0061,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-11-16,50386, 0, 0, 0, 6, 0,  , 0
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.890,137.813,0061,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-11-17,9999-99-99,50386, 0, 0, 0, 0, 0,  , 0
50391,三倉　　　　　　　　,ﾐｸﾗ            ,MIKURA                        ,　　　　　　　　　　,               ,                              ,34.897,137.943,0121,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1982-09-29,1995-09-05,50391, 1, 1, 1, 1, 1,  , 1
50391,三倉　　　　　　　　,ﾐｸﾗ            ,MIKURA                        ,　　　　　　　　　　,               ,                              ,34.895,137.940,0114,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1995-09-06,9999-99-99,50391, 0, 0, 0, 0, 0,  , 0
50401,島田　　　　　　　　,ｼﾏﾀﾞ           ,SHIMADA                       ,　　　　　　　　　　,               ,                              ,34.840,138.143,0080,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-12-18,50401, 1, 1, 1, 1, 1,  , 1
50416,土肥　　　　　　　　,ﾄｲ             ,TOI                           ,　　　　　　　　　　,               ,                              ,34.877,138.760,0103,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1990-07-10,2015-02-18,50416, 1, 1, 1, 1, 1,  , 1
50416,土肥　　　　　　　　,ﾄｲ             ,TOI                           ,　　　　　　　　　　,               ,                              ,34.877,138.762,0092,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2015-02-19,9999-99-99,50416, 0, 0, 0, 0, 0,  , 0
50426,湯ケ島　　　　　　　,ﾕｶﾞｼﾏ          ,YUGASHIMA                     ,　　　　　　　　　　,               ,                              ,34.900,138.925,0165,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,50426, 1, 1, 1, 1, 1,  , 1
50427,天城山　　　　　　　,ｱﾏｷﾞｻﾝ         ,AMAGISAN                      ,　　　　　　　　　　,               ,                              ,34.840,138.968,1237,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-11-14,50427, 1, 1, 1, 1, 1,  , 1
50427,天城山　　　　　　　,ｱﾏｷﾞｻﾝ         ,AMAGISAN                      ,　　　　　　　　　　,               ,                              ,34.872,139.023,1070,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1978-11-15,2015-06-15,50427, 0, 0, 0, 0, 0,  , 0
50427,天城山　　　　　　　,ｱﾏｷﾞｻﾝ         ,AMAGISAN                      ,　　　　　　　　　　,               ,                              ,34.872,139.023,1066,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2015-06-16,9999-99-99,50427, 0, 0, 0, 0, 0,  , 0
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.708,137.718,0032,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-03-18,50456, 1, 1, 1, 1, 1,  , 1
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.708,137.718,0032,013.7,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-03-19,1986-12-31,50456, 0, 0, 0, 0, 0,  , 0
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.708,137.718,0032,013.7,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-01-01,2008-03-25,50456, 0, 0, 0, 1, 0,  , 0
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.708,137.718,0032,013.7,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2012-11-14,50456, 0, 4, 4, 0, 0,  , 0
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.753,137.712,0046,016.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2012-11-15,2021-03-01,50456, 0, 0, 0, 0, 0,  , 0
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.753,137.712,0046,016.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,1,2021-03-02,9999-99-99,50456, 0, 0, 0, 0, 0,  , 0
50466,掛川　　　　　　　　,ｶｹｶﾞﾜ          ,KAKEGAWA                      ,　　　　　　　　　　,               ,                              ,34.778,137.980,0018,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-13,1995-12-26,50466, 1, 1, 1, 1, 1,  , 1
50466,掛川　　　　　　　　,ｶｹｶﾞﾜ          ,KAKEGAWA                      ,　　　　　　　　　　,               ,                              ,34.780,137.967,0023,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1995-12-27,2016-03-15,50466, 0, 0, 0, 0, 0,  , 0
50466,掛川　　　　　　　　,ｶｹｶﾞﾜ          ,KAKEGAWA                      ,　　　　　　　　　　,               ,                              ,34.768,137.995,0032,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2016-03-16,9999-99-99,50466, 0, 0, 0, 0, 0,  , 0
50476,牧の原　　　　　　　,ﾏｷﾉﾊﾗ          ,MAKINOHARA                    ,　　　　　　　　　　,               ,                              ,34.785,138.138,0191,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-12-21,1988-11-02,50476, 1, 1, 1, 1, 1,  , 1
