Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Start Date,End Date
41166,奥日光　　　　　　　,ｵｸﾆｯｺｳ         ,OKUNIKKO                      ,奥日光　　　　　　　,ｵｸﾆｯｺｳ         ,OKUNIKKO                      ,36.738,139.500,1292,011.3,     ,      ,36.738,139.500,1292,2022-10-31,9999-99-99
41172,日光東町　　　　　　,ﾆｯｺｳﾋｶﾞｼﾏﾁ     ,NIKKOHIGASHIMACHI             ,　　　　　　　　　　,               ,                              ,36.750,139.615,0561,010.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41181,塩谷　　　　　　　　,ｼｵﾔ            ,SHIOYA                        ,　　　　　　　　　　,               ,                              ,36.757,139.883,0225,010.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41277,宇都宮　　　　　　　,ｳﾂﾉﾐﾔ          ,UTSUNOMIYA                    ,宇都宮　　　　　　　,ｳﾂﾉﾐﾔ          ,UTSUNOMIYA                    ,36.548,139.868,0119,049.4,     ,      ,36.548,139.868,0119,2022-10-31,9999-99-99
41331,真岡　　　　　　　　,ﾓｵｶ            ,MOOKA                         ,　　　　　　　　　　,               ,                              ,36.477,139.987,0091,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41361,佐野　　　　　　　　,ｻﾉ             ,SANO                          ,　　　　　　　　　　,               ,                              ,36.363,139.570,0068,010.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42046,藤原　　　　　　　　,ﾌｼﾞﾜﾗ          ,FUJIWARA                      ,藤原　　　　　　　　,ﾌｼﾞﾜﾗ          ,FUJIWARA                      ,36.863,139.058,0700,009.9,     ,      ,36.863,139.058,0700,2022-10-31,9999-99-99
42091,みなかみ　　　　　　,ﾐﾅｶﾐ           ,MINAKAMI                      ,みなかみ　　　　　　,ﾐﾅｶﾐ           ,MINAKAMI                      ,36.773,138.965,0524,010.0,     ,      ,36.773,138.965,0524,2022-10-31,9999-99-99
42146,沼田　　　　　　　　,ﾇﾏﾀ            ,NUMATA                        ,　　　　　　　　　　,               ,                              ,36.668,139.022,0390,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42186,中之条　　　　　　　,ﾅｶﾉｼﾞｮｳ        ,NAKANOJO                      ,　　　　　　　　　　,               ,                              ,36.587,138.850,0354,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42221,田代　　　　　　　　,ﾀｼﾛ            ,TASHIRO                       ,　　　　　　　　　　,               ,                              ,36.463,138.463,1230,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42251,前橋　　　　　　　　,ﾏｴﾊﾞｼ          ,MAEBASHI                      ,前橋　　　　　　　　,ﾏｴﾊﾞｼ          ,MAEBASHI                      ,36.405,139.060,0112,012.6,     ,      ,36.405,139.060,0112,2022-10-31,9999-99-99
42266,桐生　　　　　　　　,ｷﾘｭｳ           ,KIRYU                         ,　　　　　　　　　　,               ,                              ,36.410,139.325,0117,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42326,西野牧　　　　　　　,ﾆｼﾉﾏｷ          ,NISHI-NOMAKI                  ,　　　　　　　　　　,               ,                              ,36.245,138.707,0375,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
42366,館林　　　　　　　　,ﾀﾃﾊﾞﾔｼ         ,TATEBAYASHI                   ,　　　　　　　　　　,               ,                              ,36.240,139.513,0023,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
43051,寄居　　　　　　　　,ﾖﾘｲ            ,YORII                         ,　　　　　　　　　　,               ,                              ,36.105,139.183,0128,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
43056,熊谷　　　　　　　　,ｸﾏｶﾞﾔ          ,KUMAGAYA                      ,熊谷　　　　　　　　,ｸﾏｶﾞﾔ          ,KUMAGAYA                      ,36.150,139.380,0030,016.7,     ,      ,36.150,139.380,0030,2022-10-31,9999-99-99
43126,久喜　　　　　　　　,ｸｷ             ,KUKI                          ,　　　　　　　　　　,               ,                              ,36.087,139.635,0012,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
43156,秩父　　　　　　　　,ﾁﾁﾌﾞ           ,CHICHIBU                      ,秩父　　　　　　　　,ﾁﾁﾌﾞ           ,CHICHIBU                      ,35.990,139.073,0232,017.2,     ,      ,35.990,139.073,0232,2022-10-31,9999-99-99
43171,鳩山　　　　　　　　,ﾊﾄﾔﾏ           ,HATOYAMA                      ,　　　　　　　　　　,               ,                              ,35.985,139.335,0044,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
43241,さいたま　　　　　　,ｻｲﾀﾏ           ,SAITAMA                       ,さいたま　　　　　　,ｻｲﾀﾏ           ,SAITAMA                       ,35.875,139.587,0008,009.9,     ,      ,35.875,139.587,0008,2022-10-31,9999-99-99
43256,越谷　　　　　　　　,ｺｼｶﾞﾔ          ,KOSHIGAYA                     ,　　　　　　　　　　,               ,                              ,35.883,139.757,0003,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44046,小河内　　　　　　　,ｵｺﾞｳﾁ          ,OGOCHI                        ,　　　　　　　　　　,               ,                              ,35.792,139.050,0530,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44071,練馬　　　　　　　　,ﾈﾘﾏ            ,NERIMA                        ,　　　　　　　　　　,               ,                              ,35.738,139.592,0051,011.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44112,八王子　　　　　　　,ﾊﾁｵｳｼﾞ         ,HACHIOJI                      ,　　　　　　　　　　,               ,                              ,35.667,139.317,0123,049.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44116,府中　　　　　　　　,ﾌﾁｭｳ           ,FUCHU                         ,　　　　　　　　　　,               ,                              ,35.683,139.483,0059,009.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44132,東京　　　　　　　　,ﾄｳｷｮｳ          ,TOKYO                         ,東京　　　　　　　　,ﾄｳｷｮｳ          ,TOKYO                         ,35.692,139.750,0025,035.3,     ,      ,35.692,139.750,0025,2022-10-31,9999-99-99
44172,大島　　　　　　　　,ｵｵｼﾏ           ,OSHIMA                        ,　　　　　　　　　　,               ,                              ,34.748,139.362,0074,027.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44226,三宅島　　　　　　　,ﾐﾔｹｼﾞﾏ         ,MIYAKEJIMA                    ,　　　　　　　　　　,               ,                              ,34.123,139.520,0038,013.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44263,八丈島　　　　　　　,ﾊﾁｼﾞｮｳｼﾞﾏ      ,HACHIJOJIMA                   ,　　　　　　　　　　,               ,                              ,33.122,139.778,0151,018.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44301,父島　　　　　　　　,ﾁﾁｼﾞﾏ          ,CHICHIJIMA                    ,　　　　　　　　　　,               ,                              ,27.092,142.190,0003,015.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
44356,南鳥島　　　　　　　,ﾐﾅﾐﾄﾘｼﾏ        ,MINAMITORISHIMA               ,　　　　　　　　　　,               ,                              ,24.288,153.983,0007,015.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45061,我孫子　　　　　　　,ｱﾋﾞｺ           ,ABIKO                         ,　　　　　　　　　　,               ,                              ,35.863,140.110,0020,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45081,香取　　　　　　　　,ｶﾄﾘ            ,KATORI                        ,　　　　　　　　　　,               ,                              ,35.858,140.502,0037,007.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45106,船橋　　　　　　　　,ﾌﾅﾊﾞｼ          ,FUNABASHI                     ,　　　　　　　　　　,               ,                              ,35.712,140.043,0028,007.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45116,佐倉　　　　　　　　,ｻｸﾗ            ,SAKURA                        ,　　　　　　　　　　,               ,                              ,35.728,140.212,0005,010.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45148,銚子　　　　　　　　,ﾁｮｳｼ           ,CHOSHI                        ,銚子　　　　　　　　,ﾁｮｳｼ           ,CHOSHI                        ,35.738,140.857,0020,010.0,     ,      ,35.738,140.857,0020,2022-10-31,9999-99-99
45181,横芝光　　　　　　　,ﾖｺｼﾊﾞﾋｶﾘ       ,YOKOSHIBA-HIKARI              ,　　　　　　　　　　,               ,                              ,35.655,140.505,0005,010.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45212,千葉　　　　　　　　,ﾁﾊﾞ            ,CHIBA                         ,千葉　　　　　　　　,ﾁﾊﾞ            ,CHIBA                         ,35.602,140.103,0003,047.9,     ,      ,35.602,140.103,0003,2022-10-31,9999-99-99
45261,茂原　　　　　　　　,ﾓﾊﾞﾗ           ,MOBARA                        ,　　　　　　　　　　,               ,                              ,35.437,140.293,0011,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45282,木更津　　　　　　　,ｷｻﾗﾂﾞ          ,KISARAZU                      ,　　　　　　　　　　,               ,                              ,35.362,139.940,0060,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45291,牛久　　　　　　　　,ｳｼｸ            ,USHIKU                        ,　　　　　　　　　　,               ,                              ,35.397,140.148,0030,009.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45326,坂畑　　　　　　　　,ｻｶﾊﾀ           ,SAKAHATA                      ,　　　　　　　　　　,               ,                              ,35.235,140.098,0120,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45361,鴨川　　　　　　　　,ｶﾓｶﾞﾜ          ,KAMOGAWA                      ,　　　　　　　　　　,               ,                              ,35.112,140.100,0005,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45371,勝浦　　　　　　　　,ｶﾂｳﾗ           ,KATSUURA                      ,　　　　　　　　　　,               ,                              ,35.150,140.312,0012,015.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
45401,館山　　　　　　　　,ﾀﾃﾔﾏ           ,TATEYAMA                      ,　　　　　　　　　　,               ,                              ,34.987,139.865,0006,021.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
46091,海老名　　　　　　　,ｴﾋﾞﾅ           ,EBINA                         ,　　　　　　　　　　,               ,                              ,35.433,139.387,0018,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
46106,横浜　　　　　　　　,ﾖｺﾊﾏ           ,YOKOHAMA                      ,横浜　　　　　　　　,ﾖｺﾊﾏ           ,YOKOHAMA                      ,35.438,139.652,0039,019.8,     ,      ,35.438,139.652,0039,2022-10-31,9999-99-99
46141,辻堂　　　　　　　　,ﾂｼﾞﾄﾞｳ         ,TSUJIDO                       ,　　　　　　　　　　,               ,                              ,35.320,139.450,0005,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
46166,小田原　　　　　　　,ｵﾀﾞﾜﾗ          ,ODAWARA                       ,　　　　　　　　　　,               ,                              ,35.277,139.155,0014,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
46211,三浦　　　　　　　　,ﾐｳﾗ            ,MIURA                         ,　　　　　　　　　　,               ,                              ,35.178,139.630,0042,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48031,野沢温泉　　　　　　,ﾉｻﾞﾜｵﾝｾﾝ       ,NOZAWAONSEN                   ,野沢温泉　　　　　　,ﾉｻﾞﾜｵﾝｾﾝ       ,NOZAWAONSEN                   ,36.912,138.442,0576,010.0,     ,      ,36.912,138.442,0576,2022-10-31,9999-99-99
48066,飯山　　　　　　　　,ｲｲﾔﾏ           ,IIYAMA                        ,飯山　　　　　　　　,ｲｲﾔﾏ           ,IIYAMA                        ,36.875,138.375,0313,009.9,     ,      ,36.875,138.375,0313,2022-10-31,9999-99-99
48156,長野　　　　　　　　,ﾅｶﾞﾉ           ,NAGANO                        ,長野　　　　　　　　,ﾅｶﾞﾉ           ,NAGANO                        ,36.662,138.192,0418,018.8,     ,      ,36.662,138.192,0418,2022-10-31,9999-99-99
48191,大町　　　　　　　　,ｵｵﾏﾁ           ,OMACHI                        ,大町　　　　　　　　,ｵｵﾏﾁ           ,OMACHI                        ,36.523,137.832,0784,010.0,     ,      ,36.523,137.832,0784,2022-10-31,9999-99-99
48216,菅平　　　　　　　　,ｽｶﾞﾀﾞｲﾗ        ,SUGADAIRA                     ,菅平　　　　　　　　,ｽｶﾞﾀﾞｲﾗ        ,SUGADAIRA                     ,36.532,138.325,1253,010.0,     ,      ,36.532,138.325,1253,2022-10-31,9999-99-99
48256,上田　　　　　　　　,ｳｴﾀﾞ           ,UEDA                          ,　　　　　　　　　　,               ,                              ,36.400,138.265,0502,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48321,東御　　　　　　　　,ﾄｳﾐ            ,TOMI                          ,　　　　　　　　　　,               ,                              ,36.383,138.383,0958,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48331,軽井沢　　　　　　　,ｶﾙｲｻﾞﾜ         ,KARUIZAWA                     ,軽井沢　　　　　　　,ｶﾙｲｻﾞﾜ         ,KARUIZAWA                     ,36.342,138.547,0999,018.5,     ,      ,36.342,138.547,0999,2022-10-31,9999-99-99
48361,松本　　　　　　　　,ﾏﾂﾓﾄ           ,MATSUMOTO                     ,松本　　　　　　　　,ﾏﾂﾓﾄ           ,MATSUMOTO                     ,36.247,137.970,0610,017.6,     ,      ,36.247,137.970,0610,2022-10-31,9999-99-99
48466,奈川　　　　　　　　,ﾅｶﾞﾜ           ,NAGAWA                        ,　　　　　　　　　　,               ,                              ,36.088,137.683,1068,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48491,諏訪　　　　　　　　,ｽﾜ             ,SUWA                          ,諏訪　　　　　　　　,ｽﾜ             ,SUWA                          ,36.045,138.108,0760,010.8,     ,      ,36.045,138.108,0760,2022-10-31,9999-99-99
48531,開田高原　　　　　　,ｶｲﾀﾞｺｳｹﾞﾝ      ,KAIDAKOGEN                    ,開田高原　　　　　　,ｶｲﾀﾞｺｳｹﾞﾝ      ,KAIDAKOGEN                    ,35.938,137.602,1130,009.9,     ,      ,35.938,137.602,1130,2022-10-31,9999-99-99
48606,木曽福島　　　　　　,ｷｿﾌｸｼﾏ         ,KISOFUKUSHIMA                 ,　　　　　　　　　　,               ,                              ,35.840,137.688,0750,008.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48717,南木曽　　　　　　　,ﾅｷﾞｿ           ,NAGISO                        ,　　　　　　　　　　,               ,                              ,35.610,137.620,0560,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48731,飯島　　　　　　　　,ｲｲｼﾞﾏ          ,IIJIMA                        ,　　　　　　　　　　,               ,                              ,35.653,137.898,0728,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
48767,飯田　　　　　　　　,ｲｲﾀﾞ           ,IIDA                          ,飯田　　　　　　　　,ｲｲﾀﾞ           ,IIDA                          ,35.523,137.822,0516,036.1,     ,      ,35.523,137.822,0516,2022-10-31,9999-99-99
48826,浪合　　　　　　　　,ﾅﾐｱｲ           ,NAMIAI                        ,　　　　　　　　　　,               ,                              ,35.373,137.692,0940,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
49086,韮崎　　　　　　　　,ﾆﾗｻｷ           ,NIRASAKI                      ,　　　　　　　　　　,               ,                              ,35.693,138.448,0341,006.6,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
49142,甲府　　　　　　　　,ｺｳﾌ            ,KOFU                          ,甲府　　　　　　　　,ｺｳﾌ            ,KOFU                          ,35.667,138.553,0273,026.9,     ,      ,35.667,138.553,0273,2022-10-31,9999-99-99
49151,勝沼　　　　　　　　,ｶﾂﾇﾏ           ,KATSUNUMA                     ,　　　　　　　　　　,               ,                              ,35.663,138.725,0394,009.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
49161,大月　　　　　　　　,ｵｵﾂｷ           ,OTSUKI                        ,　　　　　　　　　　,               ,                              ,35.608,138.938,0364,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
49196,古関　　　　　　　　,ﾌﾙｾｷ           ,FURUSEKI                      ,　　　　　　　　　　,               ,                              ,35.528,138.615,0552,010.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
49251,河口湖　　　　　　　,ｶﾜｸﾞﾁｺ         ,KAWAGUCHI-KO                  ,河口湖　　　　　　　,ｶﾜｸﾞﾁｺ         ,KAWAGUCHI-KO                  ,35.500,138.760,0860,015.1,     ,      ,35.500,138.760,0860,2022-10-31,9999-99-99
49316,南部　　　　　　　　,ﾅﾝﾌﾞ           ,NAMBU                         ,　　　　　　　　　　,               ,                              ,35.288,138.445,0141,009.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50066,富士山　　　　　　　,ﾌｼﾞｻﾝ          ,FUJISAN                       ,　　　　　　　　　　,               ,                              ,35.360,138.727,3775,     ,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50106,井川　　　　　　　　,ｲｶﾜ            ,IKAWA                         ,　　　　　　　　　　,               ,                              ,35.217,138.222,0755,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50136,御殿場　　　　　　　,ｺﾞﾃﾝﾊﾞ         ,GOTEMBA                       ,　　　　　　　　　　,               ,                              ,35.305,138.927,0472,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50196,富士　　　　　　　　,ﾌｼﾞ            ,FUJI                          ,　　　　　　　　　　,               ,                              ,35.185,138.663,0066,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50206,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,35.113,138.925,0021,015.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50226,佐久間　　　　　　　,ｻｸﾏ            ,SAKUMA                        ,　　　　　　　　　　,               ,                              ,35.057,137.762,0150,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50241,川根本町　　　　　　,ｶﾜﾈﾎﾝﾁｮｳ       ,KAWANEHONCHO                  ,　　　　　　　　　　,               ,                              ,35.102,138.128,0290,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50261,清水　　　　　　　　,ｼﾐｽﾞ           ,SHIMIZU                       ,　　　　　　　　　　,               ,                              ,35.053,138.522,0003,008.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50281,網代　　　　　　　　,ｱｼﾞﾛ           ,AJIRO                         ,　　　　　　　　　　,               ,                              ,35.045,139.092,0067,012.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50331,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,静岡　　　　　　　　,ｼｽﾞｵｶ          ,SHIZUOKA                      ,34.975,138.403,0014,016.0,     ,      ,34.975,138.403,0014,2022-10-31,9999-99-99
50386,天竜　　　　　　　　,ﾃﾝﾘｭｳ          ,TENRYU                        ,　　　　　　　　　　,               ,                              ,34.890,137.813,0061,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50456,浜松　　　　　　　　,ﾊﾏﾏﾂ           ,HAMAMATSU                     ,　　　　　　　　　　,               ,                              ,34.753,137.712,0046,016.8,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50476,菊川牧之原　　　　　,ｷｸｶﾞﾜﾏｷﾉﾊﾗ     ,KIKUGAWA-MAKINOHARA           ,　　　　　　　　　　,               ,                              ,34.785,138.138,0191,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50491,松崎　　　　　　　　,ﾏﾂｻﾞｷ          ,MATSUZAKI                     ,　　　　　　　　　　,               ,                              ,34.755,138.783,0004,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50506,稲取　　　　　　　　,ｲﾅﾄﾘ           ,INATORI                       ,　　　　　　　　　　,               ,                              ,34.782,139.048,0130,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50536,磐田　　　　　　　　,ｲﾜﾀ            ,IWATA                         ,　　　　　　　　　　,               ,                              ,34.692,137.880,0001,010.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50551,御前崎　　　　　　　,ｵﾏｴｻﾞｷ         ,OMAEZAKI                      ,　　　　　　　　　　,               ,                              ,34.603,138.213,0045,016.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
50561,石廊崎　　　　　　　,ｲﾛｳｻﾞｷ         ,IROZAKI                       ,　　　　　　　　　　,               ,                              ,34.603,138.842,0052,015.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51031,愛西　　　　　　　　,ｱｲｻｲ           ,AISAI                         ,　　　　　　　　　　,               ,                              ,35.217,136.698,0005,010.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51071,稲武　　　　　　　　,ｲﾅﾌﾞ           ,INABU                         ,　　　　　　　　　　,               ,                              ,35.212,137.507,0505,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51106,名古屋　　　　　　　,ﾅｺﾞﾔ           ,NAGOYA                        ,名古屋　　　　　　　,ﾅｺﾞﾔ           ,NAGOYA                        ,35.167,136.965,0051,017.8,     ,      ,35.167,136.965,0051,2022-10-31,9999-99-99
51116,豊田　　　　　　　　,ﾄﾖﾀ            ,TOYOTA                        ,　　　　　　　　　　,               ,                              ,35.132,137.177,0075,006.6,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51216,大府　　　　　　　　,ｵｵﾌﾞ           ,OBU                           ,　　　　　　　　　　,               ,                              ,34.995,136.943,0032,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51226,岡崎　　　　　　　　,ｵｶｻﾞｷ          ,OKAZAKI                       ,　　　　　　　　　　,               ,                              ,34.918,137.193,0047,006.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51247,新城　　　　　　　　,ｼﾝｼﾛ           ,SHINSHIRO                     ,　　　　　　　　　　,               ,                              ,34.907,137.518,0053,006.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51281,蒲郡　　　　　　　　,ｶﾞﾏｺﾞｵﾘ        ,GAMAGORI                      ,　　　　　　　　　　,               ,                              ,34.845,137.217,0055,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51311,南知多　　　　　　　,ﾐﾅﾐﾁﾀ          ,MINAMI-CHITA                  ,　　　　　　　　　　,               ,                              ,34.740,136.938,0016,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51331,豊橋　　　　　　　　,ﾄﾖﾊｼ           ,TOYOHASHI                     ,　　　　　　　　　　,               ,                              ,34.750,137.342,0003,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
51346,伊良湖　　　　　　　,ｲﾗｺ            ,IRAKO                         ,　　　　　　　　　　,               ,                              ,34.628,137.093,0006,010.7,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52051,神岡　　　　　　　　,ｶﾐｵｶ           ,KAMIOKA                       ,神岡　　　　　　　　,ｶﾐｵｶ           ,KAMIOKA                       ,36.322,137.308,0455,010.0,     ,      ,36.322,137.308,0455,2022-10-31,9999-99-99
52146,高山　　　　　　　　,ﾀｶﾔﾏ           ,TAKAYAMA                      ,高山　　　　　　　　,ﾀｶﾔﾏ           ,TAKAYAMA                      ,36.155,137.253,0560,018.1,     ,      ,36.155,137.253,0560,2022-10-31,9999-99-99
52221,長滝　　　　　　　　,ﾅｶﾞﾀｷ          ,NAGATAKI                      ,長滝　　　　　　　　,ﾅｶﾞﾀｷ          ,NAGATAKI                      ,35.923,136.832,0430,009.9,     ,      ,35.923,136.832,0430,2022-10-31,9999-99-99
52286,萩原　　　　　　　　,ﾊｷﾞﾜﾗ          ,HAGIWARA                      ,　　　　　　　　　　,               ,                              ,35.888,137.207,0425,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52381,樽見　　　　　　　　,ﾀﾙﾐ            ,TARUMI                        ,樽見　　　　　　　　,ﾀﾙﾐ            ,TARUMI                        ,35.638,136.602,0190,009.9,     ,      ,35.638,136.602,0190,2022-10-31,9999-99-99
52406,金山　　　　　　　　,ｶﾅﾔﾏ           ,KANAYAMA                      ,　　　　　　　　　　,               ,                              ,35.662,137.160,0233,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52461,美濃　　　　　　　　,ﾐﾉ             ,MINO                          ,　　　　　　　　　　,               ,                              ,35.555,136.910,0068,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52511,揖斐川　　　　　　　,ｲﾋﾞｶﾞﾜ         ,IBIGAWA                       ,　　　　　　　　　　,               ,                              ,35.485,136.567,0045,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52536,美濃加茂　　　　　　,ﾐﾉｶﾓ           ,MINO-KAMO                     ,　　　　　　　　　　,               ,                              ,35.445,137.005,0074,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52556,恵那　　　　　　　　,ｴﾅ             ,ENA                           ,　　　　　　　　　　,               ,                              ,35.447,137.403,0315,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52557,中津川　　　　　　　,ﾅｶﾂｶﾞﾜ         ,NAKATSUGAWA                   ,　　　　　　　　　　,               ,                              ,35.477,137.487,0378,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
52571,関ケ原　　　　　　　,ｾｷｶﾞﾊﾗ         ,SEKIGAHARA                    ,関ケ原　　　　　　　,ｾｷｶﾞﾊﾗ         ,SEKIGAHARA                    ,35.363,136.467,0130,010.1,     ,      ,35.363,136.467,0130,2022-10-31,9999-99-99
52586,岐阜　　　　　　　　,ｷﾞﾌ            ,GIFU                          ,岐阜　　　　　　　　,ｷﾞﾌ            ,GIFU                          ,35.400,136.762,0013,023.0,     ,      ,35.400,136.762,0013,2022-10-31,9999-99-99
53041,桑名　　　　　　　　,ｸﾜﾅ            ,KUWANA                        ,　　　　　　　　　　,               ,                              ,35.050,136.693,0003,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53061,四日市　　　　　　　,ﾖｯｶｲﾁ          ,YOKKAICHI                     ,　　　　　　　　　　,               ,                              ,34.940,136.580,0055,010.7,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53091,亀山　　　　　　　　,ｶﾒﾔﾏ           ,KAMEYAMA                      ,　　　　　　　　　　,               ,                              ,34.870,136.453,0070,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53112,上野　　　　　　　　,ｳｴﾉ            ,UENO                          ,　　　　　　　　　　,               ,                              ,34.762,136.142,0159,022.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53133,津　　　　　　　　　,ﾂ              ,TSU                           ,津　　　　　　　　　,ﾂ              ,TSU                           ,34.733,136.518,0003,015.0,     ,      ,34.733,136.518,0003,2022-10-31,9999-99-99
53196,小俣　　　　　　　　,ｵﾊﾞﾀ           ,OBATA                         ,　　　　　　　　　　,               ,                              ,34.528,136.665,0010,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53231,粥見　　　　　　　　,ｶﾕﾐ            ,KAYUMI                        ,　　　　　　　　　　,               ,                              ,34.448,136.390,0120,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
53257,鳥羽　　　　　　　　,ﾄﾊﾞ            ,TOBA                          ,　　　　　　　　　　,               ,                              ,34.482,136.825,0002,009.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
